stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	preferredName_A_Disease	preferredName_B_Disease	disease
9606.ENSP00000011653	9606.ENSP00000331327	CD4	WT1	9606	Low (score <0.5)	AML	T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML	AML::T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000331327	CD4	WT1	9606	Low (score <0.5)	AML	T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML	AML::T-ALL;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;AML;T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000349723	CD4	BCL11B	9606	Low (score <0.5)	AML	T-ALL;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;T-ALL;AML	AML::T-ALL;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000349723	CD4	BCL11B	9606	Low (score <0.5)	AML	T-ALL;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;T-ALL;AML	AML::T-ALL;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000344544	CD4	IKZF3	9606	Low (score <0.5)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000344544	CD4	IKZF3	9606	Low (score <0.5)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000262965	CD4	TCF3	9606	Medium (0.5 <= score < 0.8)	AML	B-ALL;-ALL;ALL;ALL	AML::B-ALL;-ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000262965	CD4	TCF3	9606	Medium (0.5 <= score < 0.8)	AML	B-ALL;-ALL;ALL;ALL	AML::B-ALL;-ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000383641	CD4	CRLF2	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL;B-ALLs;ALL;ALL;B-ALL;ALL;ALL	AML::acute leukemia;leukemia;ALL;B-ALLs;ALL;ALL;B-ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000383641	CD4	CRLF2	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL;B-ALLs;ALL;ALL;B-ALL;ALL;ALL	AML::acute leukemia;leukemia;ALL;B-ALLs;ALL;ALL;B-ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000385834	CD4	TF	9606	Medium (0.5 <= score < 0.8)	AML	leukemias;AML;leukemia	AML::leukemias;AML;leukemia
9606.ENSP00000011653	9606.ENSP00000385834	CD4	TF	9606	Medium (0.5 <= score < 0.8)	AML	leukemias;AML;leukemia	AML::leukemias;AML;leukemia
9606.ENSP00000011653	9606.ENSP00000431885	CD4	TYK2	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL	AML::acute leukemia;leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000431885	CD4	TYK2	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL	AML::acute leukemia;leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000256078	CD4	KRAS	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;acute leukemia;leukemia;ALL;ALL	AML::T-ALL;acute leukemia;leukemia;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000256078	CD4	KRAS	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;acute leukemia;leukemia;ALL;ALL	AML::T-ALL;acute leukemia;leukemia;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000332973	CD4	SMAD3	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000332973	CD4	SMAD3	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000361021	CD4	PTEN	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;ALL	AML::T-ALL;ALL
9606.ENSP00000011653	9606.ENSP00000361021	CD4	PTEN	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;ALL	AML::T-ALL;ALL
9606.ENSP00000011653	9606.ENSP00000350844	CD4	PAX5	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000350844	CD4	PAX5	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000381601	CD4	MX1	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000381601	CD4	MX1	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000354558	CD4	MTOR	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000354558	CD4	MTOR	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000418915	CD4	CDKN2A	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000418915	CD4	CDKN2A	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000479618	CD4	MYC	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;AML	AML::T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000479618	CD4	MYC	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;AML	AML::T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000371067	CD4	JAK2	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL;ALL	AML::acute leukemia;leukemia;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000371067	CD4	JAK2	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL;ALL	AML::acute leukemia;leukemia;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000343204	CD4	JAK1	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;ALL	AML::T-ALL;ALL
9606.ENSP00000011653	9606.ENSP00000343204	CD4	JAK1	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;ALL	AML::T-ALL;ALL
9606.ENSP00000011653	9606.ENSP00000277541	CD4	NOTCH1	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;leukaemia;T-cell ALL	AML::T-ALL;leukaemia;T-cell ALL
9606.ENSP00000011653	9606.ENSP00000277541	CD4	NOTCH1	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL;leukaemia;T-cell ALL	AML::T-ALL;leukaemia;T-cell ALL
9606.ENSP00000011653	9606.ENSP00000391676	CD4	JAK3	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL	AML::T-ALL
9606.ENSP00000011653	9606.ENSP00000391676	CD4	JAK3	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL	AML::T-ALL
9606.ENSP00000011653	9606.ENSP00000304236	CD4	CD14	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000304236	CD4	CD14	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000269305	CD4	TP53	9606	Medium (0.5 <= score < 0.8)	AML	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	AML::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000269305	CD4	TP53	9606	Medium (0.5 <= score < 0.8)	AML	AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML	AML::AML;acute myeloid leukemia;AML;AML;leukemia;AML;leukemia;AML;leukemia;AML;AML;AML;AML;ALL;AML;acute promyelocytic leukemia;AML;AML;AML;Leukemia;leukemia;AML;AML;T-ALL;AML
9606.ENSP00000011653	9606.ENSP00000380638	CD4	PTK2B	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL	AML::acute leukemia;leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000380638	CD4	PTK2B	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemia;leukemia;ALL	AML::acute leukemia;leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000241453	CD4	FLT3	9606	Medium (0.5 <= score < 0.8)	AML	AML;acute leukemia;leukemia;ALL;leukemias;AML;ALL;AML;AML;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;leukaemia;AML;AML;ALL	AML::AML;acute leukemia;leukemia;ALL;leukemias;AML;ALL;AML;AML;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;leukaemia;AML;AML;ALL
9606.ENSP00000011653	9606.ENSP00000241453	CD4	FLT3	9606	Medium (0.5 <= score < 0.8)	AML	AML;acute leukemia;leukemia;ALL;leukemias;AML;ALL;AML;AML;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;leukaemia;AML;AML;ALL	AML::AML;acute leukemia;leukemia;ALL;leukemias;AML;ALL;AML;AML;AML;acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL;AML;AML;leukaemia;AML;AML;ALL
9606.ENSP00000011653	9606.ENSP00000451828	CD4	AKT1	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	AML::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000011653	9606.ENSP00000451828	CD4	AKT1	9606	Medium (0.5 <= score < 0.8)	AML	acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL	AML::acute leukemias;T-cell acute lymphoblastic leukemias;AML;T-ALL
9606.ENSP00000011653	9606.ENSP00000331614	CD4	IKZF1	9606	Medium (0.5 <= score < 0.8)	AML	ALL;ALL;ALL;ALL;ALL;ALL	AML::ALL;ALL;ALL;ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000331614	CD4	IKZF1	9606	Medium (0.5 <= score < 0.8)	AML	ALL;ALL;ALL;ALL;ALL;ALL	AML::ALL;ALL;ALL;ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000339804	CD4	TSLP	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000339804	CD4	TSLP	9606	Medium (0.5 <= score < 0.8)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000286301	CD4	CSF1R	9606	Medium (0.5 <= score < 0.8)	AML	B-ALL;-ALL;ALL;ALL	AML::B-ALL;-ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000286301	CD4	CSF1R	9606	Medium (0.5 <= score < 0.8)	AML	B-ALL;-ALL;ALL;ALL	AML::B-ALL;-ALL;ALL;ALL
9606.ENSP00000011653	9606.ENSP00000262262	CD4	CD33	9606	Medium (0.5 <= score < 0.8)	AML	AML;ALL	AML::AML;ALL
9606.ENSP00000011653	9606.ENSP00000262262	CD4	CD33	9606	Medium (0.5 <= score < 0.8)	AML	AML;ALL	AML::AML;ALL
9606.ENSP00000011653	9606.ENSP00000288135	CD4	KIT	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000288135	CD4	KIT	9606	Medium (0.5 <= score < 0.8)	AML	NA	AML::NA
9606.ENSP00000011653	9606.ENSP00000478672	CD4	RAG2	9606	Medium (0.5 <= score < 0.8)	AML	leukemia;ALL	AML::leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000478672	CD4	RAG2	9606	Medium (0.5 <= score < 0.8)	AML	leukemia;ALL	AML::leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000293328	CD4	STAT5B	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL	AML::T-ALL
9606.ENSP00000011653	9606.ENSP00000293328	CD4	STAT5B	9606	Medium (0.5 <= score < 0.8)	AML	T-ALL	AML::T-ALL
9606.ENSP00000011653	9606.ENSP00000299440	CD4	RAG1	9606	Medium (0.5 <= score < 0.8)	AML	leukemia;ALL	AML::leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000299440	CD4	RAG1	9606	Medium (0.5 <= score < 0.8)	AML	leukemia;ALL	AML::leukemia;ALL
9606.ENSP00000011653	9606.ENSP00000310036	CD4	CD34	9606	high (0.8 <= score < 1)	AML	AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia	AML::AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia
9606.ENSP00000011653	9606.ENSP00000310036	CD4	CD34	9606	high (0.8 <= score < 1)	AML	AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia	AML::AML;AML;acute myeloid leukemia;MLL;ALL;leukemia;leukaemia;leukemia;leukaemia
9606.ENSP00000011653	9606.ENSP00000312027	CD4	CD7	9606	high (0.8 <= score < 1)	AML	AML;ALL	AML::AML;ALL
9606.ENSP00000011653	9606.ENSP00000312027	CD4	CD7	9606	high (0.8 <= score < 1)	AML	AML;ALL	AML::AML;ALL
9606.ENSP00000011653	9606.ENSP00000368632	CD4	GATA3	9606	high (0.8 <= score < 1)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000368632	CD4	GATA3	9606	high (0.8 <= score < 1)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000263851	CD4	IL7	9606	high (0.8 <= score < 1)	AML	leukaemia	AML::leukaemia
9606.ENSP00000011653	9606.ENSP00000263851	CD4	IL7	9606	high (0.8 <= score < 1)	AML	leukaemia	AML::leukaemia
9606.ENSP00000011653	9606.ENSP00000226279	CD4	CD38	9606	high (0.8 <= score < 1)	AML	B-ALL;-ALL;ALL	AML::B-ALL;-ALL;ALL
9606.ENSP00000011653	9606.ENSP00000226279	CD4	CD38	9606	high (0.8 <= score < 1)	AML	B-ALL;-ALL;ALL	AML::B-ALL;-ALL;ALL
9606.ENSP00000011653	9606.ENSP00000437940	CD4	CD19	9606	high (0.8 <= score < 1)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000437940	CD4	CD19	9606	high (0.8 <= score < 1)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000227155	CD4	CD82	9606	high (0.8 <= score < 1)	AML	leukemias;AML	AML::leukemias;AML
9606.ENSP00000011653	9606.ENSP00000227155	CD4	CD82	9606	high (0.8 <= score < 1)	AML	leukemias;AML	AML::leukemias;AML
9606.ENSP00000011653	9606.ENSP00000358490	CD4	CD2	9606	high (0.8 <= score < 1)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000358490	CD4	CD2	9606	high (0.8 <= score < 1)	AML	ALL	AML::ALL
9606.ENSP00000011653	9606.ENSP00000391592	CD4	PTPN6	9606	high (0.8 <= score < 1)	AML	ATLL;ALL;Adult T-cell Lymphocytic Leukemia;leukemia and lymphoma;ATLL	AML::ATLL;ALL;Adult T-cell Lymphocytic Leukemia;leukemia and lymphoma;ATLL
9606.ENSP00000011653	9606.ENSP00000391592	CD4	PTPN6	9606	high (0.8 <= score < 1)	AML	ATLL;ALL;Adult T-cell Lymphocytic Leukemia;leukemia and lymphoma;ATLL	AML::ATLL;ALL;Adult T-cell Lymphocytic Leukemia;leukemia and lymphoma;ATLL
9606.ENSP00000011653	9606.ENSP00000306157	CD4	IL7R	9606	high (0.8 <= score < 1)	AML	T-ALL;leukaemia	AML::T-ALL;leukaemia
9606.ENSP00000011653	9606.ENSP00000306157	CD4	IL7R	9606	high (0.8 <= score < 1)	AML	T-ALL;leukaemia	AML::T-ALL;leukaemia
9606.ENSP00000011653	9606.ENSP00000340944	CD4	PTPN11	9606	high (0.8 <= score < 1)	AML	acute leukemia;leukemia;ALL;AML;ALL	AML::acute leukemia;leukemia;ALL;AML;ALL
9606.ENSP00000011653	9606.ENSP00000340944	CD4	PTPN11	9606	high (0.8 <= score < 1)	AML	acute leukemia;leukemia;ALL;AML;ALL	AML::acute leukemia;leukemia;ALL;AML;ALL
9606.ENSP00000011653	9606.ENSP00000264033	CD4	CBL	9606	high (0.8 <= score < 1)	AML	AML;leukemia	AML::AML;leukemia
9606.ENSP00000011653	9606.ENSP00000264033	CD4	CBL	9606	high (0.8 <= score < 1)	AML	AML;leukemia	AML::AML;leukemia
9606.ENSP00000162391	9606.ENSP00000271555	FOXJ2	MEF2D	9606	Low (score <0.5)	B-ALL;-ALL;ALL	B-ALL;-ALL;ALL	B-ALL;-ALL;ALL::B-ALL;-ALL;ALL
9606.ENSP00000162391	9606.ENSP00000271555	FOXJ2	MEF2D	9606	Low (score <0.5)	B-ALL;-ALL;ALL	B-ALL;-ALL;ALL	B-ALL;-ALL;ALL::B-ALL;-ALL;ALL
9606.ENSP00000206513	9606.ENSP00000418915	CEBPE	CDKN2A	9606	Low (score <0.5)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000418915	CEBPE	CDKN2A	9606	Low (score <0.5)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000379658	CEBPE	ETV6	9606	Low (score <0.5)	ALL	T-ALL;ALL;AML	ALL::T-ALL;ALL;AML
9606.ENSP00000206513	9606.ENSP00000379658	CEBPE	ETV6	9606	Low (score <0.5)	ALL	T-ALL;ALL;AML	ALL::T-ALL;ALL;AML
9606.ENSP00000206513	9606.ENSP00000329097	CEBPE	PHF6	9606	Low (score <0.5)	ALL	T-ALL;leukemias;AML	ALL::T-ALL;leukemias;AML
9606.ENSP00000206513	9606.ENSP00000329097	CEBPE	PHF6	9606	Low (score <0.5)	ALL	T-ALL;leukemias;AML	ALL::T-ALL;leukemias;AML
9606.ENSP00000206513	9606.ENSP00000264824	CEBPE	LYL1	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000206513	9606.ENSP00000264824	CEBPE	LYL1	9606	Low (score <0.5)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000206513	9606.ENSP00000368632	CEBPE	GATA3	9606	Low (score <0.5)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000368632	CEBPE	GATA3	9606	Low (score <0.5)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000350844	CEBPE	PAX5	9606	Low (score <0.5)	ALL	NA	ALL::NA
9606.ENSP00000206513	9606.ENSP00000350844	CEBPE	PAX5	9606	Low (score <0.5)	ALL	NA	ALL::NA
9606.ENSP00000206513	9606.ENSP00000339992	CEBPE	MYB	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000206513	9606.ENSP00000339992	CEBPE	MYB	9606	Medium (0.5 <= score < 0.8)	ALL	T-ALL	ALL::T-ALL
9606.ENSP00000206513	9606.ENSP00000365757	CEBPE	PIP4K2A	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000365757	CEBPE	PIP4K2A	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000279873	CEBPE	ARID5B	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000279873	CEBPE	ARID5B	9606	Medium (0.5 <= score < 0.8)	ALL	ALL	ALL::ALL
9606.ENSP00000206513	9606.ENSP00000331614	CEBPE	IKZF1	9606	Medium (0.5 <= score < 0.8)	ALL	ALL;ALL;ALL;ALL;ALL;ALL	ALL::ALL;ALL;ALL;ALL;ALL;ALL
9606.ENSP00000206513	9606.ENSP00000331614	CEBPE	IKZF1	9606	Medium (0.5 <= score < 0.8)	ALL	ALL;ALL;ALL;ALL;ALL;ALL	ALL::ALL;ALL;ALL;ALL;ALL;ALL
9606.ENSP00000206513	9606.ENSP00000263253	CEBPE	EP300	9606	high (0.8 <= score < 1)	ALL	B-ALL;-ALL;ALL	ALL::B-ALL;-ALL;ALL
9606.ENSP00000206513	9606.ENSP00000263253	CEBPE	EP300	9606	high (0.8 <= score < 1)	ALL	B-ALL;-ALL;ALL	ALL::B-ALL;-ALL;ALL
9606.ENSP00000217086	9606.ENSP00000368632	SALL4	GATA3	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	ALL	ALL;B-ALL;AML;B-ALL::ALL
9606.ENSP00000217086	9606.ENSP00000368632	SALL4	GATA3	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	ALL	ALL;B-ALL;AML;B-ALL::ALL
9606.ENSP00000217086	9606.ENSP00000344544	SALL4	IKZF3	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	ALL	ALL;B-ALL;AML;B-ALL::ALL
9606.ENSP00000217086	9606.ENSP00000344544	SALL4	IKZF3	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	ALL	ALL;B-ALL;AML;B-ALL::ALL
9606.ENSP00000217086	9606.ENSP00000351446	SALL4	WDR5	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	AML	ALL;B-ALL;AML;B-ALL::AML
9606.ENSP00000217086	9606.ENSP00000351446	SALL4	WDR5	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	AML	ALL;B-ALL;AML;B-ALL::AML
9606.ENSP00000217086	9606.ENSP00000442788	SALL4	TET2	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML	ALL;B-ALL;AML;B-ALL::T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML
9606.ENSP00000217086	9606.ENSP00000442788	SALL4	TET2	9606	Low (score <0.5)	ALL;B-ALL;AML;B-ALL	T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML	ALL;B-ALL;AML;B-ALL::T-ALL;AML;leukemia;ALL;B-ALL;leukemia;ALL;AML;AML
9606.ENSP00000217086	9606.ENSP00000288135	SALL4	KIT	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	NA	ALL;B-ALL;AML;B-ALL::NA
9606.ENSP00000217086	9606.ENSP00000288135	SALL4	KIT	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	NA	ALL;B-ALL;AML;B-ALL::NA
9606.ENSP00000217086	9606.ENSP00000479618	SALL4	MYC	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	T-ALL;AML	ALL;B-ALL;AML;B-ALL::T-ALL;AML
9606.ENSP00000217086	9606.ENSP00000479618	SALL4	MYC	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	T-ALL;AML	ALL;B-ALL;AML;B-ALL::T-ALL;AML
9606.ENSP00000217086	9606.ENSP00000327758	SALL4	NKX2-5	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	T-ALL	ALL;B-ALL;AML;B-ALL::T-ALL
9606.ENSP00000217086	9606.ENSP00000327758	SALL4	NKX2-5	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	T-ALL	ALL;B-ALL;AML;B-ALL::T-ALL
9606.ENSP00000217086	9606.ENSP00000405890	SALL4	PBX1	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	Leukemia;leukemia;ALL	ALL;B-ALL;AML;B-ALL::Leukemia;leukemia;ALL
9606.ENSP00000217086	9606.ENSP00000405890	SALL4	PBX1	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	Leukemia;leukemia;ALL	ALL;B-ALL;AML;B-ALL::Leukemia;leukemia;ALL
9606.ENSP00000217086	9606.ENSP00000320147	SALL4	EZH2	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	T-ALL	ALL;B-ALL;AML;B-ALL::T-ALL
9606.ENSP00000217086	9606.ENSP00000320147	SALL4	EZH2	9606	Medium (0.5 <= score < 0.8)	ALL;B-ALL;AML;B-ALL	T-ALL	ALL;B-ALL;AML;B-ALL::T-ALL
